"Team","League","Year.x","RS","RA.x","W.x","OBP","SLG","BA","Playoffs.x","RankSeason","RankPlayoffs","G.x","OOBP","OSLG","Playoffs2","current.x","join_val","X.x","Rk","Year.y","Tm.x","Lg","G.y","W.y","L.x","Ties","W.L..x","pythW.L.","Finish","GB","Playoffs.y","R.x","RA.y","Attendance","BatAge","PAge.x","Num.Bat","Num.P","Top.Player","Managers","current.y","WAR","Abv","X.y","Tm.y","X.P","PAge.y","RA.G","W","L.y","W.L..y","ERA","G","GS","GF","CG","tSho","cSho","SV","IP","H","R.y","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","ERA.","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","Year","current","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"CHC","NL",1968,612,611,84,0.298,0.366,0.242,0,NA,NA,163,NA,NA,"NO","CHC","CHC - 1968",441,49,1968,"Chicago Cubs","NL",163,84,78,1,0.519,0.501,"3rd of 10","13","",612,611,1043409,28.4,25.4,42,19,"F.Jenkins (6.6)","L.Durocher (84-78)","Chicago Cubs",6.6,"CHC",125,"CHC",19,25.4,3.75,84,78,0.519,3.41,163,163,117,46,12,12,33,1453.1,1399,611,551,138,392,47,894,27,3,41,6050,93,3.25,1.232,8.7,0.9,2.4,5.5,2.28,6.61963190184049,1968,"CHC",93,0.202453987730061,0.282208588957055,0.0736196319018405,0.0736196319018405,3.75460122699387,83.4846625766871
"CHW","AL",1968,463,527,67,0.284,0.311,0.228,0,NA,NA,162,NA,NA,"NO","CHW","CHW - 1968",582,49,1968,"Chicago White Sox","AL",162,67,95,0,0.414,0.441,"8th of 10","36","",463,527,803775,28.3,29.7,39,15,"T.John (5.9)","E.Stanky (34-45), L.Moss (12-24) and A.Lopez (21-26)","Chicago White Sox",5.9,"CHW",126,"CHW",15,29.7,3.25,67,95,0.414,2.75,162,162,142,20,11,4,40,1468,1290,527,448,97,451,69,834,66,3,40,6080,117,3.16,1.186,7.9,0.6,2.8,5.1,1.85,7.09259259259259,1968,"CHW",117,0.246913580246914,0.123456790123457,0.0679012345679012,0.0246913580246914,2.85802469135802,67
"CIN","NL",1968,690,673,83,0.32,0.389,0.273,0,NA,NA,163,NA,NA,"NO","CIN","CIN - 1968",698,49,1968,"Cincinnati Reds","NL",163,83,79,1,0.512,0.511,"4th of 10","14","",690,673,733354,26.5,27.1,34,16,"T.Perez (5.9)","D.Bristol (83-79)","Cincinnati Reds",5.9,"CIN",127,"CIN",16,27.1,4.13,83,79,0.512,3.56,163,163,139,24,16,12,38,1490.1,1399,673,590,114,573,82,963,45,3,60,6345,89,3.33,1.323,8.4,0.7,3.5,5.8,1.68,7.3680981595092,1968,"CIN",89,0.233128834355828,0.147239263803681,0.098159509202454,0.0736196319018405,4.23312883435583,82.4907975460123
"CLE","AL",1968,516,504,86,0.293,0.327,0.234,0,NA,NA,162,NA,NA,"NO","CLE","CLE - 1968",833,49,1968,"Cleveland Indians","AL",162,86,75,1,0.534,0.511,"3rd of 10","16.5","",516,504,857994,27.5,27,42,17,"L.Tiant (7.8)","A.Dark (86-75)","Cleveland Indians",7.8,"CLE",128,"CLE",17,27,3.11,86,75,0.534,2.66,162,162,114,48,23,20,32,1464.1,1087,504,432,98,540,64,1157,53,2,42,5966,113,2.89,1.111,6.7,0.6,3.3,7.1,2.14,6.60493827160494,1968,"CLE",113,0.197530864197531,0.296296296296296,0.141975308641975,0.123456790123457,3.18518518518519,86
"DET","AL",1968,671,492,103,0.307,0.385,0.235,1,1,1,164,NA,NA,"YES","DET","DET - 1968",973,49,1968,"Detroit Tigers","AL",164,103,59,2,0.636,0.638,"1st of 10","--","Won WS (4-3)",671,492,2031847,28,26.8,33,15,"D.McLain (7.3)","M.Smith (103-59)","Detroit Tigers",7.3,"DET",129,"DET",15,26.8,3,103,59,0.636,2.71,164,164,105,59,19,16,29,1489.2,1180,492,449,129,486,40,1115,32,4,38,6043,111,3.06,1.118,7.1,0.8,2.9,6.7,2.29,6.60365853658537,1968,"DET",111,0.176829268292683,0.359756097560976,0.115853658536585,0.0975609756097561,4.09146341463415,101.743902439024
"HOU","NL",1968,510,588,72,0.298,0.317,0.231,0,NA,NA,162,NA,NA,"NO","HOU","HOU - 1968",1089,49,1968,"Houston Astros","NL",162,72,90,0,0.444,0.435,"10th of 10","25","",510,588,1312887,25.6,26.3,38,14,"J.Wynn (5.4)","G.Hatton (23-38) and H.Walker (49-52)","Houston Astros",5.4,"HOU",130,"HOU",14,26.3,3.63,72,90,0.444,3.26,162,162,112,50,12,10,23,1447,1362,588,524,68,479,85,1021,36,7,74,6125,91,2.65,1.272,8.5,0.4,3,6.4,2.13,7.38271604938272,1968,"HOU",91,0.141975308641975,0.308641975308642,0.0740740740740741,0.0617283950617284,3.14814814814815,72
"LAD","NL",1968,470,509,76,0.289,0.319,0.23,0,NA,NA,162,NA,NA,"NO","LAD","LAD - 1968",1248,49,1968,"Los Angeles Dodgers","NL",162,76,86,0,0.469,0.464,"7th of 10","21","",470,509,1581093,27.9,26.9,35,14,"T.Haller (4.8)","W.Alston (76-86)","Los Angeles Dodgers",4.8,"LAD",131,"LAD",14,26.9,3.14,76,86,0.469,2.69,162,162,124,38,23,20,32,1449.1,1293,509,433,65,414,79,994,37,7,43,5951,103,2.53,1.178,8,0.4,2.6,6.2,2.4,6.75308641975309,1968,"LAD",103,0.197530864197531,0.234567901234568,0.141975308641975,0.123456790123457,2.90123456790123,76
"MIN","AL",1968,562,546,79,0.299,0.35,0.237,0,NA,NA,162,NA,NA,"NO","MIN","MIN - 1968",1453,49,1968,"Minnesota Twins","AL",162,79,83,0,0.488,0.513,"7th of 10","24","",562,546,1143257,28.2,27.9,33,14,"D.Chance (5.2)","C.Ermer (79-83)","Minnesota Twins",5.2,"MIN",132,"MIN",14,27.9,3.37,79,83,0.488,2.89,162,162,116,46,14,13,29,1433.1,1224,546,461,92,414,46,996,42,6,52,5909,109,2.78,1.143,7.7,0.6,2.6,6.3,2.41,6.56172839506173,1968,"MIN",109,0.179012345679012,0.283950617283951,0.0864197530864197,0.0802469135802469,3.46913580246914,79
"NYM","NL",1968,473,499,73,0.281,0.315,0.228,0,NA,NA,163,NA,NA,"NO","NYM","NYM - 1968",1569,49,1968,"New York Mets","NL",163,73,89,1,0.451,0.476,"9th of 10","24","",473,499,1781657,26,26.1,34,14,"T.Seaver (7.0)","G.Hodges (73-89)","New York Mets",7,"NYM",133,"NYM",14,26.1,3.06,73,89,0.451,2.72,163,163,118,45,25,17,33,1483.1,1250,499,449,87,430,67,1014,45,3,59,6028,111,2.74,1.133,7.6,0.5,2.6,6.2,2.36,6.61963190184049,1968,"NYM",111,0.202453987730061,0.276073619631902,0.153374233128834,0.104294478527607,2.90184049079755,72.5521472392638
"NYY","AL",1968,536,531,83,0.292,0.318,0.214,0,NA,NA,164,NA,NA,"NO","NYY","NYY - 1968",1624,49,1968,"New York Yankees","AL",164,83,79,2,0.512,0.504,"5th of 10","20","",536,531,1185666,28,27.1,34,17,"S.Bahnsen (5.9)","R.Houk (83-79)","New York Yankees",5.9,"NYY",134,"NYY",17,27.1,3.24,83,79,0.512,2.79,164,164,119,45,14,11,27,1467.1,1308,531,455,99,424,62,831,30,5,27,6032,103,3.06,1.18,8,0.6,2.6,5.1,1.96,6.71341463414634,1968,"NYY",103,0.164634146341463,0.274390243902439,0.0853658536585366,0.0670731707317073,3.26829268292683,81.9878048780488
"OAK","AL",1968,569,544,82,0.304,0.343,0.24,0,NA,NA,163,NA,NA,"NO","OAK","OAK - 1968",1738,49,1968,"Oakland Athletics","AL",163,82,80,1,0.506,0.521,"6th of 10","21","",569,544,837466,24.8,24,34,14,"B.Campaneris (6.6)","B.Kennedy (82-80)","Oakland Athletics",6.6,"OAK",135,"OAK",14,24,3.34,82,80,0.506,2.94,163,163,118,45,18,15,30,1455.2,1220,544,476,124,505,78,997,31,2,55,6009,95,3.23,1.185,7.5,0.8,3.1,6.2,1.97,6.73619631901841,1968,"OAK",95,0.184049079754601,0.276073619631902,0.110429447852761,0.0920245398773006,3.49079754601227,81.4969325153374
"PHI","NL",1968,543,615,76,0.294,0.333,0.233,0,NA,NA,162,NA,NA,"NO","PHI","PHI - 1968",1854,49,1968,"Philadelphia Phillies","NL",162,76,86,0,0.469,0.443,"7th of 10","21","",543,615,664546,29.2,29.2,32,13,"L.Jackson (4.0)","G.Mauch (27-27), G.Myatt (1-0) and B.Skinner (48-59)","Philadelphia Phillies",4,"PHI",136,"PHI",13,29.2,3.8,76,86,0.469,3.36,162,162,120,42,12,11,27,1448,1416,615,541,91,421,55,935,41,3,30,6072,90,2.87,1.269,8.8,0.6,2.6,5.8,2.22,6.87037037037037,1968,"PHI",90,0.166666666666667,0.259259259259259,0.0740740740740741,0.0679012345679012,3.35185185185185,76
"PIT","NL",1968,583,532,80,0.306,0.343,0.252,0,NA,NA,163,NA,NA,"NO","PIT","PIT - 1968",1988,49,1968,"Pittsburgh Pirates","NL",163,80,82,1,0.494,0.542,"6th of 10","17","",583,532,693485,29.7,29.4,33,14,"R.Clemente (8.1)","L.Shepard (80-82)","Pittsburgh Pirates",8.1,"PIT",137,"PIT",14,29.4,3.26,80,82,0.494,2.74,163,163,121,42,19,17,30,1487.1,1322,532,453,73,485,61,897,36,4,51,6140,106,2.87,1.215,8,0.4,2.9,5.4,1.85,7.03067484662577,1968,"PIT",106,0.184049079754601,0.257668711656442,0.116564417177914,0.104294478527607,3.57668711656442,79.5092024539877
"SFG","NL",1968,599,529,88,0.307,0.341,0.239,0,NA,NA,163,NA,NA,"NO","SFG","SFG - 1968",2171,49,1968,"San Francisco Giants","NL",163,88,74,1,0.543,0.557,"2nd of 10","9","",599,529,837220,27.9,29,31,12,"W.McCovey (7.0)","H.Franks (88-74)","San Francisco Giants",7,"SFG",138,"SFG",12,29,3.25,88,74,0.543,2.71,163,163,86,77,20,19,16,1468.2,1302,529,442,86,344,87,942,24,2,56,5990,111,2.62,1.121,8,0.5,2.1,5.8,2.74,6.47239263803681,1968,"SFG",111,0.098159509202454,0.47239263803681,0.122699386503067,0.116564417177914,3.67484662576687,87.4601226993865
"STL","NL",1968,583,472,97,0.298,0.346,0.249,1,2,2,162,NA,NA,"YES","STL","STL - 1968",2345,49,1968,"St. Louis Cardinals","NL",162,97,65,0,0.599,0.595,"1st of 10","--","Lost WS (4-3)",583,472,2011167,28.7,27,32,13,"B.Gibson (11.9)","R.Schoendienst (97-65)","St. Louis Cardinals",11.9,"STL",139,"STL",13,27,2.91,97,65,0.599,2.49,162,162,99,63,30,27,32,1479,1282,472,409,82,375,62,971,28,0,30,6006,117,2.61,1.12,7.8,0.5,2.3,5.9,2.59,6.77160493827161,1968,"STL",117,0.197530864197531,0.388888888888889,0.185185185185185,0.166666666666667,3.59876543209877,97
"WSA","AL",1968,524,665,65,0.287,0.336,0.224,0,NA,NA,161,NA,NA,"NO","TEX","TEX - 1968",2499,49,1968,"Washington Senators","AL",161,65,96,0,0.404,0.393,"10th of 10","37.5","",524,665,546661,26.9,26.9,39,18,"K.McMullen (4.7)","J.Lemon (65-96)","Texas Rangers",4.7,"TEX",140,"WSA",18,26.9,4.13,65,96,0.404,3.64,161,161,135,26,11,8,29,1439.2,1402,665,583,118,517,40,826,43,6,61,6142,80,3.47,1.333,8.8,0.7,3.2,5.2,1.6,7.17391304347826,1968,"TEX",80,0.180124223602484,0.161490683229814,0.0683229813664596,0.0496894409937888,3.25465838509317,65.4037267080745
"ATL","NL",1967,631,640,77,0.307,0.372,0.24,0,NA,NA,162,NA,NA,"NO","ATL","ATL - 1967",69,50,1967,"Atlanta Braves","NL",162,77,85,0,0.475,0.494,"7th of 10","24.5","",631,640,1389222,28.6,28.1,41,18,"H.Aaron (8.5)","B.Hitchcock (77-82) and K.Silvestri (0-3)","Atlanta Braves",8.5,"ATL",101,"ATL",18,28.1,3.95,77,85,0.475,3.47,162,162,127,35,5,5,32,1454,1377,640,561,118,449,85,862,40,5,59,6090,97,3.42,1.256,8.5,0.7,2.8,5.3,1.92,6.71604938271605,1967,"ATL",97,0.197530864197531,0.216049382716049,0.0308641975308642,0.0308641975308642,3.89506172839506,77
"BAL","AL",1967,654,592,76,0.31,0.372,0.24,0,NA,NA,161,NA,NA,"NO","BAL","BAL - 1967",210,50,1967,"Baltimore Orioles","AL",161,76,85,0,0.472,0.545,"6th of 10","15.5","",654,592,955053,26.9,26,41,21,"B.Robinson (7.7)","H.Bauer (76-85)","Baltimore Orioles",7.7,"BAL",102,"BAL",21,26,3.68,76,85,0.472,3.32,161,161,132,29,17,12,36,1457.1,1218,592,538,116,566,34,1034,30,5,59,6037,96,3.38,1.224,7.5,0.7,3.5,6.4,1.83,6.66459627329193,1967,"BAL",96,0.22360248447205,0.180124223602484,0.105590062111801,0.0745341614906832,4.06211180124224,76.472049689441
"BOS","AL",1967,722,614,92,0.321,0.395,0.255,1,2,2,162,NA,NA,"YES","BOS","BOS - 1967",326,50,1967,"Boston Red Sox","AL",162,92,70,0,0.568,0.574,"1st of 10","--","Lost WS (4-3)",722,614,1727832,25.4,27.2,39,18,"C.Yastrzemski (12.4)","D.Williams (92-70)","Boston Red Sox",12.4,"BOS",103,"BOS",18,27.2,3.79,92,70,0.568,3.36,162,162,121,41,9,7,44,1459.1,1307,614,545,142,477,44,1010,47,4,56,6098,105,3.5,1.222,8.1,0.9,2.9,6.2,2.12,6.82098765432099,1967,"BOS",105,0.271604938271605,0.253086419753086,0.0555555555555556,0.0432098765432099,4.45679012345679,92
"CAL","AL",1967,567,587,84,0.301,0.349,0.238,0,NA,NA,161,NA,NA,"NO","LAA","LAA - 1967",1193,50,1967,"California Angels","AL",161,84,77,0,0.522,0.484,"5th of 10","7.5","",567,587,1317713,27.1,28.1,44,19,"J.Fregosi (5.4)","B.Rigney (84-77)","Los Angeles Angels of Anaheim",5.4,"LAA",104,"CAL",19,28.1,3.65,84,77,0.522,3.19,161,161,142,19,14,10,46,1430.1,1246,587,507,118,525,58,892,40,7,61,5948,98,3.55,1.238,7.8,0.7,3.3,5.6,1.7,6.64596273291925,1967,"LAA",98,0.285714285714286,0.118012422360248,0.0869565217391304,0.062111801242236,3.52173913043478,84.5217391304348
"CHC","NL",1967,702,624,87,0.316,0.378,0.251,0,NA,NA,162,NA,NA,"NO","CHC","CHC - 1967",442,50,1967,"Chicago Cubs","NL",162,87,74,1,0.54,0.554,"3rd of 10","14","",702,624,977226,27.5,25.1,43,21,"R.Santo (9.8)","L.Durocher (87-74)","Chicago Cubs",9.8,"CHC",105,"CHC",21,25.1,3.85,87,74,0.54,3.48,162,162,115,47,7,7,29,1457,1352,624,564,142,463,74,888,28,2,35,6089,102,3.6,1.246,8.4,0.9,2.9,5.5,1.92,6.77777777777778,1967,"CHC",102,0.179012345679012,0.290123456790123,0.0432098765432099,0.0432098765432099,4.33333333333333,87
"CHW","AL",1967,531,491,89,0.291,0.32,0.225,0,NA,NA,162,NA,NA,"NO","CHW","CHW - 1967",583,50,1967,"Chicago White Sox","AL",162,89,73,0,0.549,0.536,"4th of 10","3","",531,491,985634,28.3,28.8,45,17,"J.Horlen (5.7)","E.Stanky (89-73)","Chicago White Sox",5.7,"CHW",106,"CHW",17,28.8,3.03,89,73,0.549,2.45,162,162,126,36,24,17,39,1490.1,1197,491,406,87,465,46,927,58,6,54,6074,123,3.11,1.115,7.2,0.5,2.8,5.6,1.99,6.8641975308642,1967,"CHW",123,0.240740740740741,0.222222222222222,0.148148148148148,0.104938271604938,3.27777777777778,89
"CIN","NL",1967,604,563,87,0.297,0.372,0.248,0,NA,NA,162,NA,NA,"NO","CIN","CIN - 1967",699,50,1967,"Cincinnati Reds","NL",162,87,75,0,0.537,0.532,"4th of 10","14.5","",604,563,958300,26.6,26.3,33,14,"G.Nolan (6.1)","D.Bristol (87-75)","Cincinnati Reds",6.1,"CIN",107,"CIN",14,26.3,3.48,87,75,0.537,3.05,162,162,128,34,18,15,40,1468,1328,563,497,101,498,62,1065,42,4,59,6156,125,3.09,1.244,8.1,0.6,3.1,6.5,2.14,7.33950617283951,1967,"CIN",125,0.246913580246914,0.209876543209877,0.111111111111111,0.0925925925925926,3.7283950617284,87
"CLE","AL",1967,559,613,75,0.293,0.359,0.235,0,NA,NA,162,NA,NA,"NO","CLE","CLE - 1967",834,50,1967,"Cleveland Indians","AL",162,75,87,0,0.463,0.458,"8th of 10","17","",559,613,662980,28.6,26.9,38,16,"L.Tiant (5.3)","J.Adcock (75-87)","Cleveland Indians",5.3,"CLE",108,"CLE",16,26.9,3.78,75,87,0.463,3.25,162,162,113,49,14,12,27,1477.2,1258,613,533,120,559,48,1189,33,6,64,6148,102,3.19,1.23,7.7,0.7,3.4,7.2,2.13,6.80246913580247,1967,"CLE",102,0.166666666666667,0.302469135802469,0.0864197530864197,0.0740740740740741,3.45061728395062,75
"DET","AL",1967,683,587,91,0.325,0.376,0.243,0,NA,NA,163,NA,NA,"NO","DET","DET - 1967",974,50,1967,"Detroit Tigers","AL",163,91,71,1,0.562,0.569,"2nd of 10","1","",683,587,1447143,28.3,27.6,38,17,"A.Kaline (7.5)","M.Smith (91-71)","Detroit Tigers",7.5,"DET",109,"DET",17,27.6,3.6,91,71,0.562,3.32,163,163,117,46,17,16,40,1443.2,1230,587,532,151,472,24,1038,37,2,44,5956,99,3.52,1.179,7.7,0.9,2.9,6.5,2.2,6.3680981595092,1967,"DET",99,0.245398773006135,0.282208588957055,0.104294478527607,0.098159509202454,4.19018404907975,90.441717791411
"HOU","NL",1967,626,742,69,0.317,0.364,0.249,0,NA,NA,162,NA,NA,"NO","HOU","HOU - 1967",1090,50,1967,"Houston Astros","NL",162,69,93,0,0.426,0.423,"9th of 10","32.5","",626,742,1348303,26,26.4,47,22,"J.Wynn (5.3)","G.Hatton (69-93)","Houston Astros",5.3,"HOU",110,"HOU",22,26.4,4.58,69,93,0.426,4.03,162,162,127,35,8,7,22,1445.2,1444,742,647,120,485,47,1060,43,8,69,6208,82,3.25,1.334,9,0.7,3,6.6,2.19,6.94444444444444,1967,"HOU",82,0.135802469135802,0.216049382716049,0.0493827160493827,0.0432098765432099,3.8641975308642,69
"KCA","AL",1967,533,660,62,0.296,0.33,0.233,0,NA,NA,161,NA,NA,"NO","OAK","OAK - 1967",1739,50,1967,"Kansas City Athletics","AL",161,62,99,0,0.385,0.403,"10th of 10","29.5","",533,660,726639,24.8,23.6,39,16,"C.Hunter (5.3)","A.Dark (52-69) and L.Appling (10-30)","Oakland Athletics",5.3,"OAK",111,"KCA",16,23.6,4.1,62,99,0.385,3.68,161,161,135,26,10,9,34,1428,1265,660,584,125,558,65,990,37,4,44,6019,87,3.54,1.277,8,0.8,3.5,6.2,1.77,6.67080745341615,1967,"OAK",87,0.211180124223602,0.161490683229814,0.062111801242236,0.0559006211180124,3.31055900621118,62.3850931677019
"LAD","NL",1967,519,595,73,0.301,0.332,0.236,0,NA,NA,162,NA,NA,"NO","LAD","LAD - 1967",1249,50,1967,"Los Angeles Dodgers","NL",162,73,89,0,0.451,0.438,"8th of 10","28.5","",519,595,1664362,27.5,27,34,15,"D.Drysdale (4.4)","W.Alston (73-89)","Los Angeles Dodgers",4.4,"LAD",112,"LAD",15,27,3.67,73,89,0.451,3.21,162,162,121,41,17,14,24,1473,1421,595,526,93,393,101,967,38,8,39,6135,96,2.92,1.232,8.7,0.6,2.4,5.9,2.46,6.91975308641975,1967,"LAD",96,0.148148148148148,0.253086419753086,0.104938271604938,0.0864197530864197,3.2037037037037,73
"MIN","AL",1967,671,590,91,0.309,0.369,0.24,0,NA,NA,164,NA,NA,"NO","MIN","MIN - 1967",1454,50,1967,"Minnesota Twins","AL",164,91,71,2,0.562,0.559,"2nd of 10","1","",671,590,1483547,28,27.5,35,12,"J.Merritt (6.4)","S.Mele (25-25) and C.Ermer (66-46)","Minnesota Twins",6.4,"MIN",113,"MIN",12,27.5,3.6,91,71,0.562,3.14,164,164,106,58,18,16,24,1461,1336,590,509,115,396,48,1089,40,3,49,6053,112,2.97,1.185,8.2,0.7,2.4,6.7,2.75,6.58536585365854,1967,"MIN",112,0.146341463414634,0.353658536585366,0.109756097560976,0.0975609756097561,4.09146341463415,89.890243902439
"NYM","NL",1967,498,672,61,0.288,0.325,0.238,0,NA,NA,162,NA,NA,"NO","NYM","NYM - 1967",1570,50,1967,"New York Mets","NL",162,61,101,0,0.377,0.366,"10th of 10","40.5","",498,672,1565492,25.8,26.3,54,27,"T.Seaver (6.7)","W.Westrum (57-94) and S.Parker (4-7)","New York Mets",6.7,"NYM",114,"NYM",27,26.3,4.15,61,101,0.377,3.73,162,162,126,36,10,8,19,1433.2,1369,672,594,124,536,88,893,28,6,54,6100,91,3.6,1.329,8.6,0.8,3.4,5.6,1.67,6.95679012345679,1967,"NYM",91,0.117283950617284,0.222222222222222,0.0617283950617284,0.0493827160493827,3.07407407407407,61
"NYY","AL",1967,522,621,72,0.296,0.317,0.225,0,NA,NA,163,NA,NA,"NO","NYY","NYY - 1967",1625,50,1967,"New York Yankees","AL",163,72,90,1,0.444,0.421,"9th of 10","20","",522,621,1259514,28,27,39,15,"A.Downing (4.6)","R.Houk (72-90)","New York Yankees",4.6,"NYY",115,"NYY",15,27,3.81,72,90,0.444,3.24,163,163,126,37,16,13,27,1480.2,1375,621,533,110,480,68,898,38,2,32,6191,96,3.34,1.253,8.4,0.7,2.9,5.5,1.87,6.92638036809816,1967,"NYY",96,0.165644171779141,0.226993865030675,0.098159509202454,0.0797546012269939,3.20245398773006,71.558282208589
"PHI","NL",1967,612,581,82,0.313,0.357,0.242,0,NA,NA,162,NA,NA,"NO","PHI","PHI - 1967",1855,50,1967,"Philadelphia Phillies","NL",162,82,80,0,0.506,0.524,"5th of 10","19.5","",612,581,828888,28.8,30.6,39,17,"J.Bunning (8.0)","G.Mauch (82-80)","Philadelphia Phillies",8,"PHI",116,"PHI",17,30.6,3.59,82,80,0.506,3.1,162,162,116,46,17,16,24,1453.2,1372,581,501,86,403,85,967,41,4,37,6041,111,2.89,1.221,8.5,0.5,2.5,6,2.4,6.79012345679012,1967,"PHI",111,0.148148148148148,0.283950617283951,0.104938271604938,0.0987654320987654,3.77777777777778,82
"PIT","NL",1967,679,693,81,0.324,0.38,0.277,0,NA,NA,163,NA,NA,"NO","PIT","PIT - 1967",1989,50,1967,"Pittsburgh Pirates","NL",163,81,81,1,0.5,0.491,"6th of 10","20.5","",679,693,907012,29.2,29.1,34,16,"R.Clemente (8.9)","H.Walker (42-42) and D.Murtaugh (39-39)","Pittsburgh Pirates",8.9,"PIT",117,"PIT",16,29.1,4.25,81,81,0.5,3.74,163,163,128,35,5,5,35,1458.1,1439,693,606,108,561,93,820,32,5,40,6230,90,3.6,1.371,8.9,0.7,3.5,5.1,1.46,7.12883435582822,1967,"PIT",90,0.214723926380368,0.214723926380368,0.0306748466257669,0.0306748466257669,4.16564417177914,80.5030674846626
"SFG","NL",1967,652,551,91,0.313,0.372,0.245,0,NA,NA,162,NA,NA,"NO","SFG","SFG - 1967",2172,50,1967,"San Francisco Giants","NL",162,91,71,0,0.562,0.576,"2nd of 10","10.5","",652,551,1242480,27.2,28.6,36,13,"J.Hart (5.8)","H.Franks (91-71)","San Francisco Giants",5.8,"SFG",118,"SFG",13,28.6,3.4,91,71,0.562,2.92,162,162,98,64,17,14,24,1474.1,1283,551,478,113,453,93,990,27,5,48,6072,115,3.17,1.177,7.8,0.7,2.8,6,2.19,6.77160493827161,1967,"SFG",115,0.148148148148148,0.395061728395062,0.104938271604938,0.0864197530864197,4.02469135802469,91
"STL","NL",1967,695,557,101,0.32,0.379,0.263,1,1,1,161,NA,NA,"YES","STL","STL - 1967",2346,50,1967,"St. Louis Cardinals","NL",161,101,60,0,0.627,0.6,"1st of 10","--","Won WS (4-3)",695,557,2090145,27.8,26.9,31,13,"O.Cepeda (6.8)","R.Schoendienst (101-60)","St. Louis Cardinals",6.8,"STL",119,"STL",13,26.9,3.46,101,60,0.627,3.05,161,161,117,44,17,13,44,1465,1313,557,496,97,431,76,956,35,7,38,6059,108,3.05,1.19,8.1,0.6,2.6,5.9,2.22,6.87577639751553,1967,"STL",108,0.273291925465839,0.273291925465839,0.105590062111801,0.0807453416149068,4.3167701863354,101.627329192547
"WSA","AL",1967,550,637,76,0.288,0.326,0.223,0,NA,NA,161,NA,NA,"NO","TEX","TEX - 1967",2500,50,1967,"Washington Senators","AL",161,76,85,0,0.472,0.433,"6th of 10","15.5","",550,637,770868,26.7,26.4,36,16,"K.McMullen (4.6)","G.Hodges (76-85)","Texas Rangers",4.6,"TEX",120,"WSA",16,26.4,3.96,76,85,0.472,3.38,161,161,137,24,14,10,39,1473.1,1334,637,554,113,495,56,878,37,8,44,6144,94,3.43,1.241,8.1,0.7,3,5.4,1.77,6.75155279503106,1967,"TEX",94,0.242236024844721,0.149068322981366,0.0869565217391304,0.062111801242236,3.41614906832298,76.472049689441
"ATL","NL",1966,782,683,85,0.326,0.424,0.263,0,NA,NA,163,NA,NA,"NO","ATL","ATL - 1966",70,51,1966,"Atlanta Braves","NL",163,85,77,1,0.525,0.562,"5th of 10","10","",782,683,1539801,28.2,27.9,44,21,"H.Aaron (7.8)","B.Bragan (52-59) and B.Hitchcock (33-18)","Atlanta Braves",7.8,"ATL",81,"ATL",21,27.9,4.19,85,77,0.525,3.68,163,163,126,37,10,9,36,1469.1,1430,683,601,129,485,64,884,29,5,83,6210,101,3.54,1.303,8.8,0.8,3,5.4,1.82,6.86503067484663,1966,"ATL",101,0.220858895705521,0.226993865030675,0.0613496932515337,0.0552147239263804,4.79754601226994,84.478527607362
"BAL","AL",1966,755,601,97,0.324,0.409,0.258,1,1,1,160,NA,NA,"YES","BAL","BAL - 1966",211,51,1966,"Baltimore Orioles","AL",160,97,63,0,0.606,0.603,"1st of 10","--","Won WS (4-0)",755,601,1203366,27,25.7,34,15,"F.Robinson (7.7)","H.Bauer (97-63)","Baltimore Orioles",7.7,"BAL",82,"BAL",15,25.7,3.76,97,63,0.606,3.32,160,160,137,23,13,7,51,1466.1,1267,601,541,127,514,27,1070,29,6,53,6070,102,3.33,1.215,7.8,0.8,3.2,6.6,2.08,6.6875,1966,"BAL",102,0.31875,0.14375,0.08125,0.04375,4.71875,98.2125
"BOS","AL",1966,655,731,72,0.31,0.376,0.24,0,NA,NA,162,NA,NA,"NO","BOS","BOS - 1966",327,51,1966,"Boston Red Sox","AL",162,72,90,0,0.444,0.45,"9th of 10","26","",655,731,811172,25.3,27.4,40,21,"C.Yastrzemski (5.5)","B.Herman (64-82) and P.Runnels (8-8)","Boston Red Sox",5.5,"BOS",83,"BOS",21,27.4,4.51,72,90,0.444,3.92,162,162,130,32,10,8,32,1463.2,1402,731,637,164,577,61,977,34,6,53,6279,98,3.93,1.352,8.6,1,3.5,6,1.69,7.14814814814815,1966,"BOS",98,0.197530864197531,0.197530864197531,0.0617283950617284,0.0493827160493827,4.04320987654321,72
"CAL","AL",1966,604,643,80,0.303,0.354,0.232,0,NA,NA,162,NA,NA,"NO","LAA","LAA - 1966",1194,51,1966,"California Angels","AL",162,80,82,0,0.494,0.471,"6th of 10","18","",604,643,1400321,26.3,27.9,40,17,"J.Fregosi (5.5)","B.Rigney (80-82)","Los Angeles Angels of Anaheim",5.5,"LAA",84,"CAL",17,27.9,3.97,80,82,0.494,3.56,162,162,131,31,12,9,40,1457.1,1364,643,577,136,511,43,836,38,11,49,6100,94,3.75,1.287,8.4,0.8,3.2,5.2,1.64,6.69753086419753,1966,"LAA",94,0.246913580246914,0.191358024691358,0.0740740740740741,0.0555555555555556,3.7283950617284,80
